CharacterID,CharacterName,Description
5074,Misti Blake,Misti Blake is a mysterious strategist who tries to keep the team together.
5075,Hannis Arguile,Hannis Arguile is a ruthless strategist who works as a double agent.
5076,Gus Dummett,Gus Dummett is a mysterious mage who searches for a lost sibling.
5077,Car Dumblton,Car Dumblton is a cunning mage who searches for a lost sibling.
5078,Larissa Lemery,Larissa Lemery is a brilliant strategist who searches for a lost sibling.
5079,Lezlie Eagle,Lezlie Eagle is a charismatic ranger who searches for a lost sibling.
5080,Dixie Lemery,Dixie Lemery is a quiet healer who keeps breaking the rules.
5081,Fitz Delahunt,Fitz Delahunt is a charismatic ranger who seeks redemption for past mistakes.
5082,Odette Blythe,Odette Blythe is a cold-blooded ranger who hunts ancient relics.
5083,Nert Dowsett,Nert Dowsett is a charismatic captain who owes a debt to a powerful clan.
5084,Cos Sabie,Cos Sabie is a mysterious spy who seeks redemption for past mistakes.
5085,Pearla Froom,Pearla Froom is a stubborn alchemist who guards an ancient artifact.
5086,Egan Pechan,Egan Pechan is a quiet captain who leads a rebel group in the shadows.
5087,Brett Gooly,Brett Gooly is a pragmatic healer who is haunted by old memories.
5088,Darcie Gillease,Darcie Gillease is a charismatic commander who seeks redemption for past mistakes.
5089,Merrill McKeran,Merrill McKeran is a stubborn alchemist who protects a forgotten city.
5090,Darcie Wakely,Darcie Wakely is a stubborn agent who protects a forgotten city.
5091,Mallorie Dummett,Mallorie Dummett is a ruthless agent who is haunted by old memories.
5092,Kirbie Keelan,Kirbie Keelan is a loyal hunter who works as a double agent.
5093,Inessa Gainsbury,Inessa Gainsbury is a pragmatic hunter who hunts ancient relics.
5094,Heywood Daynter,Heywood Daynter is a idealistic scout who leads a rebel group in the shadows.
5095,Duncan Ranby,Duncan Ranby is a cold-blooded spy who tries to keep the team together.
5096,Harwilll Allaker,Harwilll Allaker is a ruthless assassin who leads a rebel group in the shadows.
5097,Eleanore Sheilds,Eleanore Sheilds is a cold-blooded scholar who is haunted by old memories.
5098,Minetta Duham,Minetta Duham is a idealistic scholar who fights against corruption in the kingdom.
5099,Nicky Gooly,Nicky Gooly is a reckless commander who hides a dangerous secret.
5100,Aurelia Yves,Aurelia Yves is a charismatic captain who fights against corruption in the kingdom.
5101,Katharine Hort,Katharine Hort is a mysterious assassin who tries to keep the team together.
5102,Rubin Diemer,Rubin Diemer is a cold-blooded alchemist who hunts ancient relics.
5103,Carolina Heaton,Carolina Heaton is a mysterious mage who fights against corruption in the kingdom.
5104,Mikaela Sabie,Mikaela Sabie is a ruthless agent who guards an ancient artifact.
5105,Louisette Getcliff,Louisette Getcliff is a wise inventor who researches forbidden magic.
5106,Alvy Stranieri,Alvy Stranieri is a ruthless spy who tries to keep the team together.
5107,Audra Kither,Audra Kither is a fearless healer who guards an ancient artifact.
5108,Bard Currum,Bard Currum is a fearless healer who hides a dangerous secret.
5109,Fitz Paoli,Fitz Paoli is a loyal agent who hides a dangerous secret.
5110,Roldan Gooly,Roldan Gooly is a cunning strategist who tries to keep the team together.
5111,Brett Devonport,Brett Devonport is a charismatic captain who is chased by powerful enemies.
5112,Mari Flaxon,Mari Flaxon is a reckless scholar who leads a rebel group in the shadows.
5113,Rora Makin,Rora Makin is a pragmatic scout who leads a rebel group in the shadows.
5114,Kala Eagle,Kala Eagle is a cunning mage who leads a rebel group in the shadows.
5115,Jaclin Perdue,Jaclin Perdue is a stubborn assassin who hunts ancient relics.
5116,Raymund Gaymer,Raymund Gaymer is a reckless hunter who researches forbidden magic.
5117,Nat Sherbrook,Nat Sherbrook is a loyal ranger who protects a forgotten city.
5118,Gerhardt Warwick,Gerhardt Warwick is a stubborn strategist who is haunted by old memories.
5119,Gerhardt Ciraldo,Gerhardt Ciraldo is a ruthless warrior who searches for a lost sibling.
5120,Sergio Maling,Sergio Maling is a cunning alchemist who searches for a lost sibling.
5121,Ardella Lea,Ardella Lea is a pragmatic warrior who tries to keep the team together.
5122,Larissa Gaymer,Larissa Gaymer is a ruthless scholar who guards an ancient artifact.
5123,Donetta Blakeney,Donetta Blakeney is a quiet commander who owes a debt to a powerful clan.
5124,Merrily Doni,Merrily Doni is a quiet alchemist who tries to keep the team together.
5125,Gus Dedenham,Gus Dedenham is a mysterious ranger who searches for a lost sibling.
5126,Krissy Delahunt,Krissy Delahunt is a cunning guardian who leads a rebel group in the shadows.
5127,Randal Treadger,Randal Treadger is a enigmatic assassin who keeps breaking the rules.
5128,Aurel Lanney,Aurel Lanney is a pragmatic alchemist who hunts ancient relics.
5129,Preston Getcliff,Preston Getcliff is a loyal captain who protects a forgotten city.
5130,Kalila Dedenham,Kalila Dedenham is a fearless mage who tries to keep the team together.
5131,Phaidra Kleinerman,Phaidra Kleinerman is a cunning scout who seeks redemption for past mistakes.
5132,Chilton Duham,Chilton Duham is a stubborn mage who hides a dangerous secret.
5133,Maitilde Diemer,Maitilde Diemer is a cunning inventor who is haunted by old memories.
5134,Liam Twinning,Liam Twinning is a pragmatic guardian who works as a double agent.
5135,Nappie Haill,Nappie Haill is a loyal alchemist who searches for a lost sibling.
5136,Audra Spykings,Audra Spykings is a cold-blooded mage who keeps breaking the rules.
5137,Tanner Twinning,Tanner Twinning is a stubborn alchemist who guards an ancient artifact.
5138,Eleanore Tippin,Eleanore Tippin is a quiet strategist who seeks redemption for past mistakes.
5139,Mallorie Needs,Mallorie Needs is a wise spy who seeks redemption for past mistakes.
5140,Egan Kersaw,Egan Kersaw is a mysterious alchemist who researches forbidden magic.
5141,Adria Froggatt,Adria Froggatt is a enigmatic hunter who is chased by powerful enemies.
5142,Bill Twinning,Bill Twinning is a cold-blooded spy who owes a debt to a powerful clan.
5143,Jamima Lemery,Jamima Lemery is a charismatic captain who owes a debt to a powerful clan.
5144,Deb Woolcocks,Deb Woolcocks is a charismatic strategist who works as a double agent.
5145,Dixie Flaxon,Dixie Flaxon is a idealistic mage who is chased by powerful enemies.
5146,Mallorie McKeran,Mallorie McKeran is a ruthless captain who guards an ancient artifact.
5147,Nilson Gatley,Nilson Gatley is a loyal scholar who works as a double agent.
5148,Laverna Daynter,Laverna Daynter is a fearless inventor who protects a forgotten city.
5149,Aurelia Downham,Aurelia Downham is a cunning hunter who hides a dangerous secret.
5150,Cassian Charpling,Cassian Charpling is a cunning guardian who fights against corruption in the kingdom.
5151,Benedict Turfin,Benedict Turfin is a pragmatic captain who keeps breaking the rules.
5152,Audra Djordjevic,Audra Djordjevic is a loyal hunter who owes a debt to a powerful clan.
5153,Bill Perdue,Bill Perdue is a idealistic strategist who is haunted by old memories.
5154,Nappie Arguile,Nappie Arguile is a cunning commander who guards an ancient artifact.
5155,Emily Strutz,Emily Strutz is a idealistic scout who seeks redemption for past mistakes.
5156,Duncan Tippin,Duncan Tippin is a loyal inventor who is chased by powerful enemies.
5157,Eadie Ritchley,Eadie Ritchley is a quiet warrior who protects a forgotten city.
5158,Phaidra Maling,Phaidra Maling is a enigmatic hunter who works as a double agent.
5159,Nilson Paoli,Nilson Paoli is a pragmatic alchemist who is haunted by old memories.
5160,Reiko Bradnam,Reiko Bradnam is a fearless spy who owes a debt to a powerful clan.
5161,Dennet Eagle,Dennet Eagle is a cold-blooded ranger who tries to keep the team together.
5162,Kim Gleder,Kim Gleder is a mysterious ranger who searches for a lost sibling.
5163,Taffy Maling,Taffy Maling is a fearless agent who keeps breaking the rules.
5164,Kala Deverson,Kala Deverson is a fearless ranger who seeks redemption for past mistakes.
5165,Sanson Van de Vlies,Sanson Van de Vlies is a enigmatic captain who guards an ancient artifact.
5166,Reiko Needs,Reiko Needs is a charismatic assassin who protects a forgotten city.
5167,Kristina Fairrie,Kristina Fairrie is a ruthless warrior who protects a forgotten city.
5168,Guillaume Riccardelli,Guillaume Riccardelli is a charismatic assassin who leads a rebel group in the shadows.
5169,Dixie Pregal,Dixie Pregal is a pragmatic healer who works as a double agent.
5170,Felic Sabie,Felic Sabie is a wise strategist who leads a rebel group in the shadows.
5171,Averil Wakely,Averil Wakely is a stubborn strategist who hunts ancient relics.
5172,Neill Gisbey,Neill Gisbey is a loyal healer who leads a rebel group in the shadows.
5173,Rubin McNickle,Rubin McNickle is a ruthless guardian who hunts ancient relics.
5174,Ermanno Nise,Ermanno Nise is a cold-blooded healer who tries to keep the team together.
5175,Nicky Arthey,Nicky Arthey is a idealistic scout who hides a dangerous secret.
5176,Emlyn Arguile,Emlyn Arguile is a reckless ranger who is chased by powerful enemies.
5177,Domini Devonport,Domini Devonport is a quiet captain who is chased by powerful enemies.
5178,Kim Froggatt,Kim Froggatt is a stubborn scout who works as a double agent.
5179,Dennet Downham,Dennet Downham is a loyal captain who searches for a lost sibling.
5180,Fitz Dedam,Fitz Dedam is a pragmatic spy who researches forbidden magic.
5181,Gabe Perdue,Gabe Perdue is a pragmatic guardian who guards an ancient artifact.
5182,Kala Kither,Kala Kither is a brilliant scholar who hides a dangerous secret.
5183,Mariquilla Daynter,Mariquilla Daynter is a wise warrior who is haunted by old memories.
5184,Sanson Kleinerman,Sanson Kleinerman is a quiet scout who keeps breaking the rules.
5185,Lisbeth Blakeney,Lisbeth Blakeney is a stubborn assassin who fights against corruption in the kingdom.
5186,Micaela McNickle,Micaela McNickle is a charismatic spy who leads a rebel group in the shadows.
5187,Sanson Fairrie,Sanson Fairrie is a brilliant assassin who hunts ancient relics.
5188,Kriste Ritchley,Kriste Ritchley is a reckless assassin who researches forbidden magic.
5189,Randal Blake,Randal Blake is a reckless agent who guards an ancient artifact.
5190,Merrie Blakeney,Merrie Blakeney is a enigmatic commander who tries to keep the team together.
5191,Oralle Lowrie,Oralle Lowrie is a reckless assassin who protects a forgotten city.
5192,Zorian McNickle,Zorian McNickle is a brilliant mage who protects a forgotten city.
5193,Donetta Mugridge,Donetta Mugridge is a fearless assassin who hunts ancient relics.
5194,Ave Heaton,Ave Heaton is a pragmatic captain who protects a forgotten city.
5195,Chilton Blakeney,Chilton Blakeney is a reckless scout who fights against corruption in the kingdom.
5196,Terra Paoli,Terra Paoli is a brilliant captain who protects a forgotten city.
5197,Krissy Allaker,Krissy Allaker is a mysterious agent who is chased by powerful enemies.
5198,Merrill Nise,Merrill Nise is a ruthless warrior who owes a debt to a powerful clan.
5199,Alvy Renzini,Alvy Renzini is a reckless agent who is haunted by old memories.
5200,Raymund Allaker,Raymund Allaker is a quiet assassin who searches for a lost sibling.
5201,Angele Lanney,Angele Lanney is a charismatic ranger who fights against corruption in the kingdom.
5202,Rora Bramble,Rora Bramble is a enigmatic healer who protects a forgotten city.
5203,Starlene Pechan,Starlene Pechan is a loyal healer who leads a rebel group in the shadows.
5204,Teriann Mewis,Teriann Mewis is a stubborn spy who fights against corruption in the kingdom.
5205,Kay Spykings,Kay Spykings is a charismatic healer who is chased by powerful enemies.
5206,Angele Spykings,Angele Spykings is a brilliant healer who protects a forgotten city.
5207,Jessalin Sidery,Jessalin Sidery is a wise scout who protects a forgotten city.
5208,Darcie Flaxon,Darcie Flaxon is a enigmatic mage who protects a forgotten city.
5209,Adelind Heaton,Adelind Heaton is a ruthless mage who guards an ancient artifact.
5210,Shandee Sabie,Shandee Sabie is a mysterious scholar who hunts ancient relics.
5211,Aurelia Dally,Aurelia Dally is a ruthless strategist who seeks redemption for past mistakes.
5212,Logan Goulthorp,Logan Goulthorp is a brilliant warrior who works as a double agent.
5213,Maitilde Gleder,Maitilde Gleder is a cunning mage who hunts ancient relics.
5214,Reyna Kornilyev,Reyna Kornilyev is a cold-blooded scholar who keeps breaking the rules.
5215,Bucky Gatley,Bucky Gatley is a mysterious inventor who leads a rebel group in the shadows.
5216,Kalila Yves,Kalila Yves is a idealistic commander who fights against corruption in the kingdom.
5217,Darcie Yves,Darcie Yves is a idealistic mage who keeps breaking the rules.
5218,Gwendolen Ciraldo,Gwendolen Ciraldo is a fearless scholar who searches for a lost sibling.
5219,Reyna Perdue,Reyna Perdue is a enigmatic inventor who is haunted by old memories.
5220,Nat Vigne,Nat Vigne is a charismatic strategist who researches forbidden magic.
5221,Nat Gleder,Nat Gleder is a loyal scout who owes a debt to a powerful clan.
5222,Nadeen Nunson,Nadeen Nunson is a charismatic spy who hides a dangerous secret.
5223,Alexina Hort,Alexina Hort is a ruthless warrior who owes a debt to a powerful clan.
5224,Amalle Kersaw,Amalle Kersaw is a cunning scout who hides a dangerous secret.
5225,Misti Sheilds,Misti Sheilds is a ruthless spy who seeks redemption for past mistakes.
5226,Helga Yves,Helga Yves is a stubborn hunter who guards an ancient artifact.
5227,Ermanno Makin,Ermanno Makin is a brilliant guardian who tries to keep the team together.
5228,Bond Harcourt,Bond Harcourt is a brilliant inventor who tries to keep the team together.
5229,Lezlie Creelman,Lezlie Creelman is a stubborn warrior who leads a rebel group in the shadows.
5230,Gwendolen Sabie,Gwendolen Sabie is a mysterious scholar who guards an ancient artifact.
5231,Kaleb Dummett,Kaleb Dummett is a fearless scout who leads a rebel group in the shadows.
5232,Micaela Getcliff,Micaela Getcliff is a pragmatic healer who owes a debt to a powerful clan.
5233,Aurelia Allaker,Aurelia Allaker is a fearless scholar who guards an ancient artifact.
5234,Reiko Greatorex,Reiko Greatorex is a quiet spy who searches for a lost sibling.
5235,Kay Mewis,Kay Mewis is a idealistic healer who tries to keep the team together.
5236,Ringo Shippam,Ringo Shippam is a cunning guardian who seeks redemption for past mistakes.
5237,Jeffrey Dumblton,Jeffrey Dumblton is a enigmatic ranger who works as a double agent.
5238,Alexina Fairrie,Alexina Fairrie is a pragmatic assassin who researches forbidden magic.
5239,Laverna Gillease,Laverna Gillease is a quiet scholar who researches forbidden magic.
5240,Nat Johann,Nat Johann is a pragmatic hunter who protects a forgotten city.
5241,Egan McKeran,Egan McKeran is a charismatic ranger who owes a debt to a powerful clan.
5242,Bruno Makin,Bruno Makin is a charismatic alchemist who tries to keep the team together.
5243,Chrissy Keelan,Chrissy Keelan is a ruthless ranger who tries to keep the team together.
5244,Ardelle Lanney,Ardelle Lanney is a charismatic alchemist who guards an ancient artifact.
5245,Nathalia Bradnam,Nathalia Bradnam is a pragmatic assassin who hunts ancient relics.
5246,Sanson Leonida,Sanson Leonida is a charismatic healer who searches for a lost sibling.
5247,Mari Johann,Mari Johann is a charismatic scholar who hunts ancient relics.
5248,Ardella Bosdet,Ardella Bosdet is a fearless hunter who seeks redemption for past mistakes.
5249,Jamima Sonnenschein,Jamima Sonnenschein is a wise captain who owes a debt to a powerful clan.
5250,Shandee Gleder,Shandee Gleder is a quiet commander who searches for a lost sibling.
5251,Katharine Revitt,Katharine Revitt is a cunning captain who is chased by powerful enemies.
5252,Jeffrey Simonds,Jeffrey Simonds is a cunning commander who researches forbidden magic.
5253,Ermanno Dally,Ermanno Dally is a charismatic spy who tries to keep the team together.
5254,Reiko Fairrie,Reiko Fairrie is a idealistic warrior who keeps breaking the rules.
5255,Nat Shippam,Nat Shippam is a quiet healer who fights against corruption in the kingdom.
5256,Eleanore Kilgrove,Eleanore Kilgrove is a mysterious captain who researches forbidden magic.
5257,Nert Wedgbrow,Nert Wedgbrow is a cunning agent who hides a dangerous secret.
5258,Raymund McKeran,Raymund McKeran is a quiet warrior who works as a double agent.
5259,Guillaume Mewis,Guillaume Mewis is a brilliant scholar who leads a rebel group in the shadows.
5260,Sally Maryin,Sally Maryin is a cunning ranger who leads a rebel group in the shadows.
5261,Emily Gillease,Emily Gillease is a idealistic agent who tries to keep the team together.
5262,Jaclin Ardy,Jaclin Ardy is a quiet alchemist who hides a dangerous secret.
5263,Brett Lanney,Brett Lanney is a cold-blooded spy who is chased by powerful enemies.
5264,Reiko Kersaw,Reiko Kersaw is a charismatic alchemist who works as a double agent.
5265,Pearla Flaxon,Pearla Flaxon is a ruthless warrior who guards an ancient artifact.
5266,Misti Brunelleschi,Misti Brunelleschi is a wise healer who hunts ancient relics.
5267,Reyna Wedgbrow,Reyna Wedgbrow is a enigmatic hunter who hunts ancient relics.
5268,Johannes Renzini,Johannes Renzini is a cold-blooded warrior who protects a forgotten city.
5269,Clementius Nolton,Clementius Nolton is a wise scout who keeps breaking the rules.
5270,Cassian Gillease,Cassian Gillease is a mysterious guardian who owes a debt to a powerful clan.
5271,Penrod Kubczak,Penrod Kubczak is a mysterious strategist who searches for a lost sibling.
5272,Piggy Mugridge,Piggy Mugridge is a cold-blooded captain who tries to keep the team together.
5273,Shandee Needs,Shandee Needs is a idealistic healer who seeks redemption for past mistakes.
5274,Harwilll Downham,Harwilll Downham is a idealistic assassin who guards an ancient artifact.
5275,Averil Dedam,Averil Dedam is a stubborn hunter who researches forbidden magic.
5276,Kirbie Duham,Kirbie Duham is a brilliant hunter who seeks redemption for past mistakes.
5277,Bianka Duham,Bianka Duham is a mysterious strategist who fights against corruption in the kingdom.
5278,Brennan Spykings,Brennan Spykings is a stubborn ranger who works as a double agent.
5279,Ermanno Dowsett,Ermanno Dowsett is a fearless spy who protects a forgotten city.
5280,Nappie Flaxon,Nappie Flaxon is a brilliant hunter who protects a forgotten city.
5281,Kay Daynter,Kay Daynter is a enigmatic warrior who is chased by powerful enemies.
5282,Bard Ritchley,Bard Ritchley is a reckless commander who works as a double agent.
5283,Neill Lange,Neill Lange is a ruthless commander who tries to keep the team together.
5284,Nappie Brunelleschi,Nappie Brunelleschi is a cold-blooded alchemist who fights against corruption in the kingdom.
5285,Alvy Dumblton,Alvy Dumblton is a fearless strategist who fights against corruption in the kingdom.
5286,Raymund Dedenham,Raymund Dedenham is a pragmatic scholar who protects a forgotten city.
5287,Caryl Dedenham,Caryl Dedenham is a idealistic assassin who is haunted by old memories.
5288,Helga Ritchley,Helga Ritchley is a mysterious warrior who seeks redemption for past mistakes.
5289,Bill Maling,Bill Maling is a cold-blooded assassin who fights against corruption in the kingdom.
5290,Cassian Sherbrook,Cassian Sherbrook is a mysterious warrior who fights against corruption in the kingdom.
5291,Luisa Johann,Luisa Johann is a stubborn captain who fights against corruption in the kingdom.
5292,Caryl Gaymer,Caryl Gaymer is a quiet mage who works as a double agent.
5293,Dela Poulglais,Dela Poulglais is a idealistic commander who owes a debt to a powerful clan.
5294,Mari Nelhams,Mari Nelhams is a charismatic warrior who fights against corruption in the kingdom.
5295,Angele Dowsett,Angele Dowsett is a cunning hunter who hides a dangerous secret.
5296,Bianka Kither,Bianka Kither is a loyal commander who guards an ancient artifact.
5297,Eleanore Heaton,Eleanore Heaton is a charismatic healer who is chased by powerful enemies.
5298,Sally Getcliff,Sally Getcliff is a stubborn healer who seeks redemption for past mistakes.
5299,Lezlie Sonnenschein,Lezlie Sonnenschein is a charismatic warrior who hides a dangerous secret.
5300,Carolina Devonport,Carolina Devonport is a fearless mage who owes a debt to a powerful clan.
5301,Nat Haill,Nat Haill is a pragmatic alchemist who is haunted by old memories.
5302,Minetta Sherbrook,Minetta Sherbrook is a cunning warrior who owes a debt to a powerful clan.
5303,Cos Mewis,Cos Mewis is a brilliant inventor who hides a dangerous secret.
5304,Jasmine Johann,Jasmine Johann is a pragmatic captain who keeps breaking the rules.
5305,Rubin Kidby,Rubin Kidby is a cunning spy who works as a double agent.
5306,Alvy Shreenan,Alvy Shreenan is a cold-blooded strategist who is haunted by old memories.
5307,Agatha Wakely,Agatha Wakely is a brilliant alchemist who keeps breaking the rules.
5308,Nadeen Allaker,Nadeen Allaker is a fearless guardian who keeps breaking the rules.
5309,Neill Lea,Neill Lea is a quiet agent who searches for a lost sibling.
5310,Kally Ranby,Kally Ranby is a brilliant scout who fights against corruption in the kingdom.
5311,Nathalia Twinning,Nathalia Twinning is a reckless inventor who researches forbidden magic.
5312,Jaclin Poulglais,Jaclin Poulglais is a wise hunter who researches forbidden magic.
5313,Ave Blythe,Ave Blythe is a reckless alchemist who protects a forgotten city.
5314,Alvy Wedgbrow,Alvy Wedgbrow is a ruthless captain who searches for a lost sibling.
5315,Teriann Kither,Teriann Kither is a brilliant alchemist who is haunted by old memories.
5316,Agatha Drugan,Agatha Drugan is a pragmatic hunter who works as a double agent.
5317,Duncan Deverson,Duncan Deverson is a cold-blooded inventor who is haunted by old memories.
5318,Rora Froom,Rora Froom is a cold-blooded inventor who keeps breaking the rules.
5319,Inessa Gatley,Inessa Gatley is a reckless scout who researches forbidden magic.
5320,Rora Allaker,Rora Allaker is a wise spy who hunts ancient relics.
5321,Neill McNickle,Neill McNickle is a cold-blooded spy who searches for a lost sibling.
5322,Jeffrey Goulthorp,Jeffrey Goulthorp is a pragmatic healer who keeps breaking the rules.
5323,Louisette McNickle,Louisette McNickle is a ruthless inventor who is haunted by old memories.
5324,Starlene McKeran,Starlene McKeran is a ruthless guardian who keeps breaking the rules.
5325,Tanner Van de Vlies,Tanner Van de Vlies is a pragmatic scholar who searches for a lost sibling.
5326,Gisella Simonds,Gisella Simonds is a pragmatic hunter who hunts ancient relics.
5327,Sonnie McNickle,Sonnie McNickle is a pragmatic spy who hides a dangerous secret.
5328,Maitilde Gooly,Maitilde Gooly is a stubborn spy who tries to keep the team together.
5329,Gabe Hort,Gabe Hort is a charismatic healer who researches forbidden magic.
5330,Eadie Wakely,Eadie Wakely is a ruthless guardian who leads a rebel group in the shadows.
5331,Maitilde Sheilds,Maitilde Sheilds is a cunning scholar who protects a forgotten city.
5332,Nathalia Harcourt,Nathalia Harcourt is a quiet strategist who leads a rebel group in the shadows.
5333,Micaela Lanney,Micaela Lanney is a fearless alchemist who searches for a lost sibling.
5334,Brett Vigne,Brett Vigne is a loyal guardian who hides a dangerous secret.
5335,Kristina Doni,Kristina Doni is a brilliant spy who owes a debt to a powerful clan.
5336,Lisbeth Gaymer,Lisbeth Gaymer is a pragmatic healer who guards an ancient artifact.
5337,Catharine Wigg,Catharine Wigg is a reckless inventor who is haunted by old memories.
5338,Kalila Kearton,Kalila Kearton is a idealistic spy who keeps breaking the rules.
5339,Nert Bradnam,Nert Bradnam is a stubborn agent who hunts ancient relics.
5340,Preston Heaton,Preston Heaton is a cold-blooded mage who protects a forgotten city.
5341,Nathalia Charpling,Nathalia Charpling is a cold-blooded guardian who owes a debt to a powerful clan.
5342,Emily Charpling,Emily Charpling is a cold-blooded mage who keeps breaking the rules.
5343,Nicky Dally,Nicky Dally is a idealistic mage who hides a dangerous secret.
5344,Jamima Ritchley,Jamima Ritchley is a charismatic inventor who tries to keep the team together.
5345,Kristina Maryin,Kristina Maryin is a enigmatic commander who guards an ancient artifact.
5346,Brennan Dally,Brennan Dally is a fearless warrior who tries to keep the team together.
5347,Deb Tippin,Deb Tippin is a reckless healer who hides a dangerous secret.
5348,Tanner Eagle,Tanner Eagle is a idealistic healer who protects a forgotten city.
5349,Odette Stranieri,Odette Stranieri is a quiet strategist who is haunted by old memories.
5350,Micaela Nise,Micaela Nise is a wise alchemist who hides a dangerous secret.
5351,Minetta Nolton,Minetta Nolton is a reckless agent who fights against corruption in the kingdom.
5352,Mikaela Maryin,Mikaela Maryin is a pragmatic hunter who fights against corruption in the kingdom.
5353,Amalle Warwick,Amalle Warwick is a loyal warrior who hunts ancient relics.
5354,Fitz McBrearty,Fitz McBrearty is a mysterious warrior who researches forbidden magic.
5355,Laverna Riccardelli,Laverna Riccardelli is a cold-blooded assassin who hunts ancient relics.
5356,Kally Stranieri,Kally Stranieri is a mysterious hunter who leads a rebel group in the shadows.
5357,Caryl Cleator,Caryl Cleator is a pragmatic mage who hides a dangerous secret.
5358,Rubin Blake,Rubin Blake is a reckless warrior who leads a rebel group in the shadows.
5359,Gerhardt Harcourt,Gerhardt Harcourt is a pragmatic warrior who hides a dangerous secret.
5360,Sanson Elkin,Sanson Elkin is a reckless ranger who is haunted by old memories.
5361,Elmer Doni,Elmer Doni is a loyal agent who searches for a lost sibling.
5362,Erskine Sheilds,Erskine Sheilds is a cunning scout who searches for a lost sibling.
5363,Nappie Shippam,Nappie Shippam is a idealistic strategist who works as a double agent.
5364,Gabe Dally,Gabe Dally is a stubborn scholar who is haunted by old memories.
5365,Krissy Gatley,Krissy Gatley is a idealistic alchemist who guards an ancient artifact.
5366,Nadeen Delahunt,Nadeen Delahunt is a loyal agent who seeks redemption for past mistakes.
5367,Nert Nunson,Nert Nunson is a mysterious ranger who hides a dangerous secret.
5368,Allissa McBrearty,Allissa McBrearty is a pragmatic scholar who leads a rebel group in the shadows.
5369,Emlyn Lea,Emlyn Lea is a reckless warrior who guards an ancient artifact.
5370,Duncan Bradnam,Duncan Bradnam is a charismatic commander who leads a rebel group in the shadows.
5371,Cos Gainsbury,Cos Gainsbury is a wise commander who tries to keep the team together.
5372,Adria Duham,Adria Duham is a cunning inventor who hunts ancient relics.
5373,Tanner Sheilds,Tanner Sheilds is a stubborn spy who fights against corruption in the kingdom.
5374,Heywood Downham,Heywood Downham is a wise captain who hides a dangerous secret.
5375,Adelind Nise,Adelind Nise is a mysterious hunter who keeps breaking the rules.
5376,Misti Como,Misti Como is a ruthless mage who leads a rebel group in the shadows.
5377,Gwendolen Arthey,Gwendolen Arthey is a loyal alchemist who hunts ancient relics.
5378,Norrie Froggatt,Norrie Froggatt is a ruthless healer who keeps breaking the rules.
5379,Neill Downham,Neill Downham is a cold-blooded hunter who works as a double agent.
5380,Cherianne Turfin,Cherianne Turfin is a mysterious agent who works as a double agent.
5381,Friederike Shippam,Friederike Shippam is a fearless spy who owes a debt to a powerful clan.
5382,Jessalin Nunson,Jessalin Nunson is a idealistic scout who is haunted by old memories.
5383,Katharine Renzini,Katharine Renzini is a mysterious agent who seeks redemption for past mistakes.
5384,Erskine Johann,Erskine Johann is a pragmatic alchemist who searches for a lost sibling.
5385,Mikaela Como,Mikaela Como is a cold-blooded guardian who guards an ancient artifact.
5386,Emlyn Eagle,Emlyn Eagle is a cold-blooded hunter who owes a debt to a powerful clan.
5387,Katharine Greatorex,Katharine Greatorex is a enigmatic scholar who tries to keep the team together.
5388,Bard Dummett,Bard Dummett is a wise mage who owes a debt to a powerful clan.
5389,Misti Gatley,Misti Gatley is a cunning spy who tries to keep the team together.
5390,Harwilll Kidby,Harwilll Kidby is a ruthless commander who guards an ancient artifact.
5391,Merrie Mugridge,Merrie Mugridge is a charismatic ranger who tries to keep the team together.
5392,Arvy Mugridge,Arvy Mugridge is a loyal healer who tries to keep the team together.
5393,Aurel Charpling,Aurel Charpling is a charismatic inventor who seeks redemption for past mistakes.
5394,Pren Yves,Pren Yves is a stubborn assassin who seeks redemption for past mistakes.
5395,Raymund Currum,Raymund Currum is a stubborn agent who tries to keep the team together.
5396,Reiko Ellyatt,Reiko Ellyatt is a charismatic hunter who keeps breaking the rules.
5397,Jeffrey Maling,Jeffrey Maling is a brilliant commander who researches forbidden magic.
5398,Krissy Flaxon,Krissy Flaxon is a wise inventor who seeks redemption for past mistakes.
5399,Aurel Gleder,Aurel Gleder is a brilliant commander who researches forbidden magic.
5400,Heywood Heaton,Heywood Heaton is a ruthless warrior who works as a double agent.
5401,Nathalia Lange,Nathalia Lange is a ruthless ranger who owes a debt to a powerful clan.
5402,Kalila Arthey,Kalila Arthey is a charismatic strategist who hides a dangerous secret.
5403,Gerhardt Yves,Gerhardt Yves is a idealistic warrior who is chased by powerful enemies.
5404,Kala Harcourt,Kala Harcourt is a charismatic mage who is chased by powerful enemies.
5405,Nert Gisbey,Nert Gisbey is a mysterious scholar who is chased by powerful enemies.
5406,Bond Wedgbrow,Bond Wedgbrow is a loyal spy who protects a forgotten city.
5407,Gerhardt Lemery,Gerhardt Lemery is a wise scholar who is chased by powerful enemies.
5408,Duncan Daynter,Duncan Daynter is a mysterious agent who researches forbidden magic.
5409,Harwilll Currum,Harwilll Currum is a fearless alchemist who works as a double agent.
5410,Clary Lange,Clary Lange is a fearless agent who keeps breaking the rules.
5411,Dennet Sabie,Dennet Sabie is a enigmatic agent who is chased by powerful enemies.
5412,Dasya Nolton,Dasya Nolton is a wise assassin who guards an ancient artifact.
